module_display_label,module_type,module_api_name,module_api_name_status,field_label,field_type,api_name,api_name_status,proposed_api_name,disposition,required,help_text,picklist_scope,picklist_values_and_colors,phase,section,notes,source_ids
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Co-Applicant,Lookup - Contacts,,superseded_by_verified_live_mcp_field,,do_not_create,false,Do not create. Co-Applicant 1 and Co-Applicant 2 are the governed live lookups.,,,Blocked,Applicant & Unit,Legacy alias retained as audit evidence.,"SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Applicant,Lookup,Contact_Name,verified_live_mcp,Contact_Name,governed_current,false,Standard applicant Contact lookup for this adult. Source: application intake. Edit: before decision. Operationally required before review. Contracts: only the designated primary may map to Lease Tenant.,,,Production Core,Application Identity & Group,"Lookup target Contacts; API identity, live label, type, and optional metadata state verified by live readback. Administrator and Standard profiles are read-write. Final live layout section verified on 2026-07-29.","SETUP_SPEC,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Showing Date/Time,Date-Time,,not_proposed_unverified,,legacy_setup_candidate,false,Optional.,,,,Applicant & Unit,,SETUP_SPEC
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Amount,Currency,Amount,verified_live_mcp,Amount,blocked_ambiguous,false,Existing standard monetary field. Source: Deals. Edit: blocked for lease-rent reuse. Required: no. Contracts: not mapped.,,,Blocked,System & Legacy,API identity and type verified; an active Big Deal Rule depends on Amount >= 1000 and Probability = 100. Final live layout section verified on 2026-07-29.,"SETUP_SPEC,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Application Received Date,Date,,superseded_by_verified_live_mcp_field,,do_not_create,false,Do not create. Application Received At is the governed Date/Time field.,,,Blocked,Application Summary,Legacy alias retained as audit evidence.,"SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Application Source,Picklist,,not_proposed_unverified,,legacy_setup_candidate,false,—,global_set,Website=#2563EB | Zoho Form=#0F766E | Phone=#4F46E5 | Email=#7C3AED | Tenant Portal=#0891B2 | Referral=#DB2777 | Zillow=#65A30D | Facebook Marketplace=#EA580C | Drive-by/Sign=#92400E | Existing Tenant=#16A34A | Other=#2563EB,,Application Summary,Picklist source: Global: GH Source,SETUP_SPEC
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Requested Move-In Date,Date,Closing_Date,verified_live_mcp,Closing_Date,governed_current,false,Applicant-requested move-in date for application and future Lease-promotion review.,,,Production Reconciled,Property & Requested Terms,"Standard Closing_Date field relabeled and read back on 2026-07-29; tooltip is ""This is the requested Move-In Date.""; live required is false; Administrator and Standard profiles are read-write.","SETUP_SPEC,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Rental Application Name,Single Line / Standard Deal Name,Deal_Name,verified_live_mcp,Deal_Name,governed_current,true,Readable application record name. Source: CRM application workflow. Edit: authorized users. Required: at creation. Contracts: not mapped.,,,Production Core,Application Identity & Group,API identity type and required state verified by live metadata readback. Final live layout section verified on 2026-07-29.,"SETUP_SPEC,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Stage,Pick List / Standard Stage,Stage,verified_live_mcp,Stage,blocked_ambiguous,true,Standard application pipeline field. Source: Deals pipeline. Edit: approved transitions only. Required: at creation. Contracts: not mapped.,standard_module_live_uncolored,New Application=UNCOLORED | Application Invite Sent=UNCOLORED | Lead Approved/Create Lease=UNCOLORED | Application Submitted=UNCOLORED | Screening Review=UNCOLORED | Application Under Review=UNCOLORED | Application Approved=UNCOLORED | Security Deposit Due=UNCOLORED | Lease Drafting=UNCOLORED | Value Proposition=UNCOLORED | Lease Draft Ready=UNCOLORED | Lease Sent=UNCOLORED | Lease Signed=UNCOLORED | Move-In Scheduled=UNCOLORED | Closed Won - Tenant Active=UNCOLORED | Closed Lost - Denied=UNCOLORED | Closed Lost - No Response=UNCOLORED | Closed Lost - Applicant Withdrew=UNCOLORED,Blocked,System & Legacy,"Exact live order preserved; all colors null, default null, history true. Used: New Application; Screening Review; Application Approved; Security Deposit Due; Lease Draft Ready; Lease Sent; Lease Signed; Move-In Scheduled; Closed Won - Tenant Active; Closed Lost - Denied; Closed Lost - No Response; Closed Lost - Applicant Withdrew. Unused: Application Invite Sent; Lead Approved/Create Lease; Application Submitted; Application Under Review; Lease Drafting; Value Proposition. Internal actual_value mappings are stale and unsafe for automation: New Application -> On Hold - Holding Deposit Received; Lead Approved/Create Lease -> Approved; Application Submitted -> Qualification; Screening Review -> Rejected; Application Under Review -> Needs Analysis; Application Approved -> Proposal/Price Quote; Security Deposit Due -> Negotiation/Review; Lease Drafting -> Id. Decision Makers; Lease Draft Ready -> Closed Won; Lease Sent -> Utilities In Tenant's Name(s); Lease Signed -> Proof Of Renter's Insurance Received; Move-In Scheduled -> Closed Lost; Closed Won - Tenant Active -> GH Real Estate Signed; Closed Lost - Denied -> Closed Lost to Competition; Closed Lost - No Response -> Lease Renewal; Closed Lost - Applicant Withdrew -> Lease Terminated. Application Invite Sent and Value Proposition map to themselves; target values were not applied. Final live layout section verified on 2026-07-29.","SETUP_SPEC,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Application Decision,Picklist,,superseded_by_verified_live_mcp_field,,do_not_create,false,Do not create. Decision is the governed live application decision field.,local_module,Pending=#D97706 | Approved=#16A34A | Approved With Conditions=#16A34A | Rejected=#DC2626 | Withdrawn=#6B7280,Blocked,Decision,Legacy alias retained as audit evidence.,"SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Decision Reason / Notes,Multi-Line Text,,not_proposed_unverified,,legacy_setup_candidate,false,Keep objective and fair-housing-safe.,,,,Decision,,SETUP_SPEC
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Lease Sent Date,Date,,superseded_by_verified_live_mcp_field,,do_not_create,false,Do not create. Contract and signature lifecycle belongs to Leases and Zoho Contracts/Sign.,,,Blocked,Lease Prep,Legacy application-stage proposal retained as audit evidence.,"SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Lease Signed Date,Date,,superseded_by_verified_live_mcp_field,,do_not_create,false,Do not create. Contract and signature lifecycle belongs to Leases and Zoho Contracts/Sign.,,,Blocked,Lease Prep,Legacy application-stage proposal retained as audit evidence.,"SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,WorkDrive Application Folder,URL,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Lease Prep,,SETUP_SPEC
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Zoho Sign Document ID,Text,,superseded_by_verified_live_mcp_field,,do_not_create,false,Do not create. Signature evidence belongs to Leases and Zoho Sign.,,,Blocked,Lease Prep,Legacy application-stage proposal retained as audit evidence.,"SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Employment Verified?,Picklist,,not_proposed_unverified,,legacy_setup_candidate,false,—,global_set,Yes=#2563EB | No=#0F766E | N/A=#6B7280,,Screening,Picklist source: Global: GH Yes/No/N/A,SETUP_SPEC
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Income Verified?,Picklist,,not_proposed_unverified,,legacy_setup_candidate,false,—,global_set,Yes=#2563EB | No=#0F766E | N/A=#6B7280,,Screening,Picklist source: Global: GH Yes/No/N/A,SETUP_SPEC
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Income-to-Rent Ratio,Formula - Decimal,,not_proposed_unverified,,legacy_setup_candidate,false,Set Amount = monthly rent; set blanks carefully.,,,,Screening,Options/formula: Formula: Monthly Gross Income / Amount,SETUP_SPEC
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Landlord Reference Checked?,Picklist,,not_proposed_unverified,,legacy_setup_candidate,false,—,global_set,Yes=#2563EB | No=#0F766E | N/A=#6B7280,,Screening,Picklist source: Global: GH Yes/No/N/A,SETUP_SPEC
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Monthly Gross Income,Currency,,not_proposed_unverified,,legacy_setup_candidate,false,Use only if needed; avoid overcollecting sensitive docs in CRM.,,,,Screening,,SETUP_SPEC
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Screening Report Link,URL,,not_proposed_unverified,,legacy_setup_candidate,false,Link to secure file; do not store full sensitive report as CRM text.,,,,Screening,,SETUP_SPEC
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Prior Landlord Phone,Phone,Prior_Landlord_Phone,verified_live_mcp,Prior_Landlord_Phone,governed_current,false,Prior-landlord contact phone retained for governed verification follow-up.,,,Production Reconciled,Applicant Income & Rental History,Verified live on 2026-07-29; Administrator read-write and Standard hidden. Report evidence remains in WorkDrive.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Prior Landlord Email,Email,Prior_Landlord_Email,verified_live_mcp,Prior_Landlord_Email,governed_current,false,Prior-landlord contact email retained for governed verification follow-up.,,,Production Reconciled,Applicant Income & Rental History,Verified live on 2026-07-29; Administrator read-write and Standard hidden. Report evidence remains in WorkDrive.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Prior Landlord Data Source,Pick List,Prior_Landlord_Data_Source,verified_live_mcp,Prior_Landlord_Data_Source,governed_current,false,Source classification for the prior-landlord facts.,module_local_live_uncolored,Applicant Provided=UNCOLORED | Directly Verified=UNCOLORED | Consumer Report=UNCOLORED | Unknown=UNCOLORED,Production Reconciled,Applicant Income & Rental History,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors. Report evidence remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Housing Court Review Result,Pick List,Housing_Court_Review_Result,verified_live_mcp,Housing_Court_Review_Result,governed_current,false,High-level result of the governed housing-court review.,module_local_live_uncolored,Not Reviewed=UNCOLORED | No Records Reported=UNCOLORED | Records Reported - Manual Review=UNCOLORED | Inconclusive=UNCOLORED | Not Used=UNCOLORED,Production Reconciled,Screening Summary,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors. Report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Criminal Record Review Result,Pick List,Criminal_Record_Review_Result,verified_live_mcp,Criminal_Record_Review_Result,governed_current,false,High-level result of the governed criminal-record review.,module_local_live_uncolored,Not Reviewed=UNCOLORED | No Records Reported=UNCOLORED | Records Reported - Manual Review=UNCOLORED | Inconclusive=UNCOLORED | Not Used=UNCOLORED,Production Reconciled,Screening Summary,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors. Report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Report Reference ID,Single Line,Credit_Report_Reference_ID,verified_live_mcp,Credit_Report_Reference_ID,governed_current,false,Provider reference for the credit report retained outside CRM.,,,Production Reconciled,Screening Summary,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The credit-score bundle is currently empty; no population workflow or decision thresholds are configured. Report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Report WorkDrive Resource ID,Single Line,Credit_Report_WorkDrive_Resource_ID,verified_live_mcp,Credit_Report_WorkDrive_Resource_ID,governed_current,false,Immutable WorkDrive resource identifier for the credit report.,,,Production Reconciled,Documents & Integrations,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The credit-score bundle is currently empty; no population workflow or decision thresholds are configured. Store only the governed WorkDrive reference; report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Score Used in Decision,Checkbox,Credit_Score_Used_In_Decision,verified_live_mcp,Credit_Score_Used_In_Decision,governed_current,false,Records whether a credit score was used in the application decision.,,,Production Reconciled,Verification & Adverse Action,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The credit-score bundle is currently empty; no population workflow or decision thresholds are configured. Report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Score Reviewed By,User,Credit_Score_Reviewed_By,verified_live_mcp,Credit_Score_Reviewed_By,governed_current,false,Authorized user who reviewed the credit score used in a decision.,,,Production Reconciled,Verification & Adverse Action,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The credit-score bundle is currently empty; no population workflow or decision thresholds are configured. Report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Score Reviewed At,Date/Time,Credit_Score_Reviewed_At,verified_live_mcp,Credit_Score_Reviewed_At,governed_current,false,Time the credit score used in a decision was reviewed.,,,Production Reconciled,Verification & Adverse Action,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The credit-score bundle is currently empty; no population workflow or decision thresholds are configured. Report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Proposed Monthly Rent,Currency,Proposed_Monthly_Rent,verified_live_mcp,Proposed_Monthly_Rent,governed_current,false,Proposed monthly rent for lease-promotion review.,,,Production Reconciled,Lease Promotion Snapshot — Primary Only,Verified live on 2026-07-29 with two decimal places; Administrator and Standard profiles are read-write. This is an operational promotion snapshot and not accounting truth.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Approved Monthly Rent,Currency,Approved_Monthly_Rent,verified_live_mcp,Approved_Monthly_Rent,governed_current,false,Approved monthly rent for lease-promotion review.,,,Production Reconciled,Lease Promotion Snapshot — Primary Only,Verified live on 2026-07-29 with two decimal places; Administrator and Standard profiles are read-write. This is an operational promotion snapshot and not accounting truth.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Claimed Monthly Gross Income,Currency,Claimed_Monthly_Gross_Income,verified_live_mcp,Claimed_Monthly_Gross_Income,governed_current,false,Applicant-claimed monthly gross income retained as an operational fact.,,,Production Reconciled,Applicant Income & Rental History,Verified live on 2026-07-29 with two decimal places; Administrator read-write and Standard hidden. Supporting evidence remains in WorkDrive.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Verified Monthly Gross Income,Currency,Verified_Monthly_Gross_Income,verified_live_mcp,Verified_Monthly_Gross_Income,governed_current,false,Monthly gross income confirmed through the governed review process.,,,Production Reconciled,Applicant Income & Rental History,Verified live on 2026-07-29 with two decimal places; Administrator read-write and Standard hidden. Supporting evidence remains in WorkDrive.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Prior Landlord Name,Single Line,Prior_Landlord_Name,verified_live_mcp,Prior_Landlord_Name,governed_current,false,Prior-landlord name retained for governed verification follow-up.,,,Production Reconciled,Applicant Income & Rental History,Verified live on 2026-07-29; Administrator read-write and Standard hidden. Report evidence remains in WorkDrive.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Application Group,Lookup,Application_Group,verified_live_mcp,Application_Group,governed_current,false,Household application group that links related adult applications.,,,Production Reconciled,Application Identity & Group,Verified live on 2026-07-29; lookup target is ApplicationGroups; Administrator and Standard profiles are read-write.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Applicant Role,Pick List,Applicant_Role,verified_live_mcp,Applicant_Role,governed_current,false,Applicant role within the household application group.,module_local_live_uncolored,Primary Applicant=UNCOLORED | Co-Applicant=UNCOLORED | Guarantor=UNCOLORED | Adult Occupant=UNCOLORED,Production Reconciled,Application Identity & Group,"Verified live on 2026-07-29; Administrator and Standard profiles are read-write. The -None- platform sentinel is omitted; all live business values have null colors. The primary-only household and lease sections are shown by an active layout rule when this value is Primary Applicant.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Application Promotion Key,Single Line,Application_Promotion_Key,verified_live_mcp,Application_Promotion_Key,governed_current,false,Governed idempotency key for application-to-lease promotion.,,,Production Reconciled,System & Legacy,Verified live on 2026-07-29; maximum length 255; live unique constraint is enabled and case-insensitive; Administrator read-write and Standard hidden. This key alone does not create or update a Lease without controlled automation and readback.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Packet Status,Pick List,Packet_Status,verified_live_mcp,Packet_Status,governed_current,false,Operational completeness status for the applicant packet.,module_local_live_uncolored,Awaiting Documents=UNCOLORED | Received=UNCOLORED | Needs Review=UNCOLORED | Verified=UNCOLORED | Incomplete=UNCOLORED | Withdrawn=UNCOLORED,Production Reconciled,Application Identity & Group,"Verified live on 2026-07-29; Administrator and Standard profiles are read-write. The -None- platform sentinel is omitted; all live business values have null colors. Document content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Score,Number,Credit_Score,verified_live_mcp,Credit_Score,governed_current,false,Credit score recorded only through a future governed population process.,,,Production Reconciled,Screening Summary,"Verified live on 2026-07-29 as an integer with API length 9; Administrator read-write and Standard hidden. The credit-score bundle is currently empty; no population workflow or decision thresholds are configured. Report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Score Created Date,Date,Credit_Score_Created_Date,verified_live_mcp,Credit_Score_Created_Date,governed_current,false,Creation date for a credit score recorded through a future governed process.,,,Production Reconciled,Screening Summary,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The credit-score bundle is currently empty; no population workflow or decision thresholds are configured. Report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Score Range Minimum,Number,Credit_Score_Range_Min,verified_live_mcp,Credit_Score_Range_Min,governed_current,false,Provider-reported lower bound for the recorded credit-score scale.,,,Production Reconciled,Screening Summary,"Verified live on 2026-07-29 as an integer with API length 9; Administrator read-write and Standard hidden. The credit-score bundle is currently empty; no population workflow or decision thresholds are configured. This is scale metadata rather than an approval threshold; report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Score Range Maximum,Number,Credit_Score_Range_Max,verified_live_mcp,Credit_Score_Range_Max,governed_current,false,Provider-reported upper bound for the recorded credit-score scale.,,,Production Reconciled,Screening Summary,"Verified live on 2026-07-29 as an integer with API length 9; Administrator read-write and Standard hidden. The credit-score bundle is currently empty; no population workflow or decision thresholds are configured. This is scale metadata rather than an approval threshold; report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Score Provider,Single Line,Credit_Score_Provider,verified_live_mcp,Credit_Score_Provider,governed_current,false,Provider name associated with a credit score recorded through a governed process.,,,Production Reconciled,Screening Summary,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The credit-score bundle is currently empty; no population workflow or decision thresholds are configured. Report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Consumer Report Used,Checkbox,Consumer_Report_Used,verified_live_mcp,Consumer_Report_Used,governed_current,false,Records whether a consumer report was used in the application decision.,,,Production Reconciled,Verification & Adverse Action,Verified live on 2026-07-29; Administrator read-write and Standard hidden. Report content remains in WorkDrive.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Adverse Action Notice Status,Pick List,Adverse_Action_Notice_Status,verified_live_mcp,Adverse_Action_Notice_Status,governed_current,false,Operational status of any required adverse-action notice.,module_local_live_uncolored,Not Required=UNCOLORED | Review Required=UNCOLORED | Prepared=UNCOLORED | Sent=UNCOLORED | Delivery Confirmed=UNCOLORED | Counsel Review Required=UNCOLORED | Not Applicable=UNCOLORED,Production Reconciled,Verification & Adverse Action,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors. Notice content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Adverse Action Notice Sent At,Date/Time,Adverse_Action_Notice_Sent_At,verified_live_mcp,Adverse_Action_Notice_Sent_At,governed_current,false,Time an adverse-action notice was sent.,,,Production Reconciled,Verification & Adverse Action,Verified live on 2026-07-29; Administrator read-write and Standard hidden. Notice content remains in WorkDrive.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Adverse Action Delivery Method,Pick List,Adverse_Action_Delivery_Method,verified_live_mcp,Adverse_Action_Delivery_Method,governed_current,false,Delivery method used for an adverse-action notice.,module_local_live_uncolored,Electronic=UNCOLORED | Mail=UNCOLORED | In Person=UNCOLORED | Other=UNCOLORED | Not Applicable=UNCOLORED,Production Reconciled,Verification & Adverse Action,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors. Notice content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Adverse Action Reviewed By,User,Adverse_Action_Reviewed_By,verified_live_mcp,Adverse_Action_Reviewed_By,governed_current,false,Authorized user who reviewed the adverse-action notice.,,,Production Reconciled,Verification & Adverse Action,Verified live on 2026-07-29; Administrator read-write and Standard hidden. Notice content remains in WorkDrive.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Adverse Action Notice WorkDrive Resource ID,Single Line,Adverse_Action_Notice_WorkDrive_Resource_ID,verified_live_mcp,Adverse_Action_Notice_WorkDrive_Resource_ID,governed_current,false,Immutable WorkDrive resource identifier for the adverse-action notice.,,,Production Reconciled,Documents & Integrations,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. Store only the governed WorkDrive reference; notice content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Approved Guarantor,Lookup,Approved_Guarantor,verified_live_mcp,Approved_Guarantor,governed_current,false,Approved guarantor Contact for the primary household application.,,,Production Reconciled,Household & Requests — Primary Only,Verified live on 2026-07-29; lookup target is Contacts; Administrator and Standard profiles are read-write. The section is shown only for the Primary Applicant by an active layout rule.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Adult Applicant Count,Number,Adult_Applicant_Count,verified_live_mcp,Adult_Applicant_Count,governed_current,false,Number of adult applicant records in the household application group.,,,Production Reconciled,Household & Requests — Primary Only,Verified live on 2026-07-29; Administrator and Standard profiles are read-write. The section is shown only for the Primary Applicant by an active layout rule.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Vehicle Declaration Status,Pick List,Vehicle_Declaration_Status,verified_live_mcp,Vehicle_Declaration_Status,governed_current,false,Operational status of the household vehicle declaration.,module_local_live_uncolored,Not Collected=UNCOLORED | None Declared=UNCOLORED | Vehicle(s) Declared=UNCOLORED,Production Reconciled,Household & Requests — Primary Only,"Verified live on 2026-07-29; Administrator and Standard profiles are read-write. The -None- platform sentinel is omitted; all live business values have null colors. Conditional vehicle-count behavior is a layout-only rule; the field remains optional in metadata.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Approved Occupant Names,Multi-Line,Approved_Occupant_Names,verified_live_mcp,Approved_Occupant_Names,governed_current,false,Approved occupant names retained for lease-promotion review.,,,Production Reconciled,Household & Requests — Primary Only,Verified live on 2026-07-29 as a small textarea with maximum length 2000; Administrator and Standard profiles are read-write. The section is shown only for the Primary Applicant by an active layout rule.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Declared Vehicle Count,Number,Declared_Vehicle_Count,verified_live_mcp,Declared_Vehicle_Count,governed_current,false,Number of household vehicles declared.,,,Production Reconciled,Household & Requests — Primary Only,"Verified live on 2026-07-29; Administrator and Standard profiles are read-write. An active layout-only rule shows and requires this field when Vehicle Declaration Status is Vehicle(s) Declared; the field remains optional in metadata.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Parking Request Status,Pick List,Parking_Request_Status,verified_live_mcp,Parking_Request_Status,governed_current,false,Operational status of the household parking request.,module_local_live_uncolored,Not Collected=UNCOLORED | Not Requested=UNCOLORED | Requested=UNCOLORED,Production Reconciled,Household & Requests — Primary Only,"Verified live on 2026-07-29; Administrator and Standard profiles are read-write. The -None- platform sentinel is omitted; all live business values have null colors. Conditional parking-count behavior is a layout-only rule; the field remains optional in metadata.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Requested Parking Space Count,Number,Requested_Parking_Space_Count,verified_live_mcp,Requested_Parking_Space_Count,governed_current,false,Number of parking spaces requested by the household.,,,Production Reconciled,Household & Requests — Primary Only,Verified live on 2026-07-29; Administrator and Standard profiles are read-write. An active layout-only rule shows and requires this field when Parking Request Status is Requested; the field remains optional in metadata.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Verified Monthly Household Income,Currency,Verified_Monthly_Household_Income,verified_live_mcp,Verified_Monthly_Household_Income,governed_current,false,Verified monthly gross income aggregated for the primary household application.,,,Production Reconciled,Lease Promotion Snapshot — Primary Only,Verified live on 2026-07-29 with two decimal places; Administrator and Standard profiles are read-write. Supporting evidence remains in WorkDrive.,LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Income to Rent Multiple,Decimal,Income_to_Rent_Multiple,verified_live_mcp,Income_to_Rent_Multiple,governed_current,false,Verified monthly household income divided by proposed or approved monthly rent.,,,Production Reconciled,Lease Promotion Snapshot — Primary Only,Verified live on 2026-07-29 with two decimal places; Administrator and Standard profiles are read-write. No decision threshold or automated calculation is configured.,LIVE_CRM_MCP_2026-07-29
