"Account ID","Account Name","Account Code","Description","Account Type","Account Status","Currency","Parent Account"
"PUBLIC-ACCT-0146","Furniture And Equipment","1500.06","Capitalized furniture, office equipment, and property equipment exceeding the adopted capitalization threshold.","Fixed Asset","Active","USD","Fixed Assets"
"PUBLIC-ACCT-0147","Construction In Progress","1550","Qualifying capital-project costs incurred before an asset is ready and available for use. Transfer to the appropriate fixed asset when placed in service.","Other Asset","Active","USD",""
"PUBLIC-ACCT-0148","Accumulated Depreciation","1590","Parent contra-asset for cumulative depreciation. Do not post directly.","Fixed Asset","Active","USD",""
"PUBLIC-ACCT-0047","Accumulated Depreciation - Building","1590.01","Cumulative depreciation recorded against the building. This account normally carries a credit balance.","Fixed Asset","Active","USD","Accumulated Depreciation"
"PUBLIC-ACCT-0125","Accumulated Depreciation - Appliances, Furniture And Equipment","1590.03","Cumulative depreciation recorded against appliances, furniture, and equipment. This account normally carries a credit balance.","Fixed Asset","Active","USD","Accumulated Depreciation"
"PUBLIC-ACCT-0149","Accumulated Depreciation - Improvements","1590.02","Cumulative depreciation recorded against building and land improvements. This account normally carries a credit balance.","Fixed Asset","Active","USD","Accumulated Depreciation"
"PUBLIC-ACCT-0180","Accumulated Depreciation - Land Improvements","1590.04","Cumulative book depreciation recorded against depreciable land improvements. Normal balance is credit. Do not depreciate land; maintain detailed book and tax fixed-asset schedules.","Fixed Asset","Active","USD","Accumulated Depreciation"
"PUBLIC-ACCT-0152","Non Current Liabilities","2800","Parent for mortgage and other debt principal. Do not post directly.","Non Current Liability","Active","USD",""
"PUBLIC-ACCT-0136","Related-Party Loans Payable","2800.03","Documented loans owed to related parties other than the member.","Non Current Liability","Active","USD","Non Current Liabilities"
"PUBLIC-ACCT-0153","Mortgage Payable - 9401 Nieman Road","2800.01","Outstanding mortgage principal secured by 9401 Nieman Road. Reduce only for principal payments or lender-approved adjustments.","Non Current Liability","Active","USD","Non Current Liabilities"
"PUBLIC-ACCT-0154","Loan Payable To Member","2800.02","Bona fide member loans supported by repayment terms. Excludes permanent capital contributions.","Non Current Liability","Active","USD","Non Current Liabilities"
"PUBLIC-ACCT-0155","Other Loans Payable","2800.04","Principal owed to third-party lenders other than the property mortgage, credit card, or trade payables.","Non Current Liability","Active","USD","Non Current Liabilities"
"PUBLIC-ACCT-0163","Commissions","6030","Schedule E Line 8 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"PUBLIC-ACCT-0164","Leasing Commissions","6030.01","Commissions paid to third parties for procuring or renewing tenants.","Expense","Active","USD","Commissions"
"PUBLIC-ACCT-0165","Tenant Referral And Placement Fees","6030.02","Referral or placement fees paid to outside parties for a completed tenancy.","Expense","Active","USD","Commissions"
"PUBLIC-ACCT-0167","Utilities","6120","Schedule E Line 17 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"PUBLIC-ACCT-0062","Water","6120.03","Potable-water charges paid by the landlord.","Expense","Active","USD","Utilities"
"PUBLIC-ACCT-0063","Natural Gas","6120.02","Natural-gas or propane utility charges paid for rental-property use.","Expense","Active","USD","Utilities"
"PUBLIC-ACCT-0064","Sewer And Stormwater","6120.04","Wastewater, sewer, and stormwater utility charges paid by the landlord.","Expense","Active","USD","Utilities"
"PUBLIC-ACCT-0065","Internet And Cable","6120.06","Internet, cable, or television service provided for rental operations or tenant amenities.","Expense","Active","USD","Utilities"
"PUBLIC-ACCT-0066","Electricity","6120.01","Electricity paid for rental units, common areas, exterior lighting, or other rental-property use.","Expense","Active","USD","Utilities"
"PUBLIC-ACCT-0067","Business Telephone And Mobile Service","6120.07","Monthly cellular, VoIP, and telephone service used for GH Real Estate rental operations, including tenant, vendor, emergency, and property-management communications. Allocate and exclude any personal-use portion. Excludes separately purchased phone hardware, which is recorded as supplies or equipment as appropriate.","Expense","Active","USD","Utilities"
"PUBLIC-ACCT-0168","Trash And Recycling","6120.05","Refuse, dumpster, recycling, and similar collection services.","Expense","Active","USD","Utilities"
"PUBLIC-ACCT-0184","Non-Deductible Expenses – Tax Adjustment","7990","Top-level book-expense parent for costs excluded from Schedule E and requiring tax adjustment. Do not post directly; use a defined child and provide balances to the tax preparer.","Expense","Active","USD",""
"PUBLIC-ACCT-0185","Non-Deductible Government Fines and Penalties","7990.01","Government-imposed fines and penalties recorded for book purposes but generally excluded from federal deduction under IRC 162(f), subject to narrow exceptions. Keep outside the Schedule E Line 19 rollup and provide to the tax preparer for review.","Expense","Active","USD","Non-Deductible Expenses – Tax Adjustment"
