"Account ID","Account Name","Account Code","Description","Account Type","Account Status","Currency","Parent Account"
"5858793000003706274","Tenant Referral And Placement Fees","6030.02","Referral or placement fees paid to outside parties for a completed tenancy.","Expense","Active","USD","Commissions"
"5858793000003706524","Utilities","6120","Schedule E Line 17 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000511870","Water","6120.03","Potable-water charges paid by the landlord.","Expense","Active","USD","Utilities"
"5858793000000511878","Natural Gas","6120.02","Natural-gas or propane utility charges paid for rental-property use.","Expense","Active","USD","Utilities"
"5858793000000511886","Sewer And Stormwater","6120.04","Wastewater, sewer, and stormwater utility charges paid by the landlord.","Expense","Active","USD","Utilities"
"5858793000000511894","Internet And Cable","6120.06","Internet, cable, or television service provided for rental operations or tenant amenities.","Expense","Active","USD","Utilities"
"5858793000000511902","Electricity","6120.01","Electricity paid for rental units, common areas, exterior lighting, or other rental-property use.","Expense","Active","USD","Utilities"
"5858793000000511910","Business Telephone And Mobile Service","6120.07","Monthly cellular, VoIP, and telephone service used for GH Real Estate rental operations, including tenant, vendor, emergency, and property-management communications. Allocate and exclude any personal-use portion. Excludes separately purchased phone hardware, which is recorded as supplies or equipment as appropriate.","Expense","Active","USD","Utilities"
"5858793000003706558","Trash And Recycling","6120.05","Refuse, dumpster, recycling, and similar collection services.","Expense","Active","USD","Utilities"
"5858793000003729091","Non-Deductible Expenses – Tax Adjustment","7990","Top-level book-expense parent for costs excluded from Schedule E and requiring tax adjustment. Do not post directly; use a defined child and provide balances to the tax preparer.","Expense","Active","USD",""
"5858793000003729095","Non-Deductible Government Fines and Penalties","7990.01","Government-imposed fines and penalties recorded for book purposes but generally excluded from federal deduction under IRC 162(f), subject to narrow exceptions. Keep outside the Schedule E Line 19 rollup and provide to the tax preparer for review.","Expense","Active","USD","Non-Deductible Expenses – Tax Adjustment"
